uuid,Name,Sensitivity,Sensitivity2,Impedance,acoustic_design,type
c8fa6f80-5e7e-4b36-910b-6c9b55b34e34,Grado PS 1000e,119.26,104.83,36.06,Open,full
5192236d-1ea8-4d40-bd55-4d3b485214d1,Grado PS 2000e,114.33,100.88,45.13,Open,full
a7f4da2d-a562-4594-a441-0f3ad19b6a03,Grado PS 500,112.97,98.4,34.91,Open,earpad
abed8ed0-d2c8-4178-8859-f70a65bfeb34,Grado PS 500e,121.03,106.95,39.11,Open,earpad
0b0198c2-d20b-40b8-8fa0-474d5219527e,Grado RS 1e,116.76,102.32,36.01,Open,earpad
204fa811-a536-42a3-ae8a-8c9b491e7ef1,Grado RS 2e,117.27,102.9,36.57,Open,earpad
8126eea3-6561-474c-9088-307af101014d,Grado RS1,111.33,96.63,33.93,Open,earpad
fbc46083-e296-47f6-b31f-fbc4ba2f9664,Grado RS2,110.86,96.21,34.32,Open,earpad
fc7147d3-2361-49c3-982e-5885fc3cf1a8,Grado SR 125e,117.23,102.71,35.25,Open,earpad
b2265490-186a-4ec0-9198-99c6841ce86d,Grado SR 125i,110.14,95.4,33.52,Open,earpad
8ecbd83e-e066-4d0e-8f3a-9399c67e45eb,Grado SR 225e,117.22,102.94,37.26,Open,earpad
37122a92-18d1-4857-936c-9f947f53ac14,Grado SR 225i,111.33,96.61,33.74,Open,earpad
beb057a7-826e-459e-9cc3-da3f79875bc2,Grado SR 325e,122.78,108.4,36.47,Open,earpad
6fe80d8f-33c1-405f-bca9-36cc76dc7c06,Grado SR 325i,117.9,103.24,34.25,Open,earpad
485991a8-f8c1-486b-9918-95e9db51c183,Grado SR 325i G-Cush,112.53,97.88,34.25,Open,earpad
08b81768-630c-46e5-a931-1d11edddef48,Grado SR 325i L-Cush,118.35,103.7,34.25,Open,earpad
ea1d9e06-baf0-4adf-8905-8716857affc3,Grado SR 325i S-Cush,116.13,101.47,34.25,Open,earpad
294373ff-650c-4736-8847-f7d8ef3738a9,Grado SR 60e,116.99,102.65,36.87,Open,earpad
95f5a010-9d18-4e43-bf22-f61461ebe464,Grado SR 60i,111.71,96.94,33.34,Open,earpad
194f6753-2a6b-46ed-bb33-6a0ce9a771dc,Grado SR 80e,120.92,106.54,36.53,Open,earpad
e25f7e17-b4b0-4c11-860b-5be713d084b1,Grado SR 80i,116.59,101.82,33.4,Open,earpad
caf52f42-5ddf-4cac-91c7-53165f6903f5,HAAFEE HD7,121.4,106.69,33.83,Open,full
acaad40f-40f7-4a74-8d3d-4e1190fc6569,HarmonicDyne G200,110.26,98.54,67.35,Open,full
35dcbccc-7c1e-496a-95b3-4bbf2544311d,HEDD HEDDphone ONE,101.09,87.54,44.21,Open,full
e05e6769-4075-4a3e-a61e-40b2a8daa473,Heil Pro Set 6,109.74,103.04,214.07,Closed,full
405dc110-1a2e-4315-9b62-f976f34076f0,Hiby Crystal 6,135.0,118.11,20.45,Closed,iem
fd3cd223-7cce-4844-ac90-89e577bf5ead,Hidizs H1 Wire,137.35,120.13,18.97,Closed,iem
753dc9d3-d7c8-4643-b910-00ee152a59e8,HiFiBoy OS V3,136.21,116.76,11.35,Closed,iem
4e6f86b3-e39f-4f6c-b03e-9fb94fde60ef,HiFiMan Ananda,110.28,95.5,33.21,Open,full
c8679e31-59b3-48c9-ba26-44893bae178d,HiFiMan Arya,110.51,95.01,28.22,Open,full
56669398-15e0-4b4e-9984-a908750b0636,HiFiMAN Audivina,106.63,90.03,21.86,Closed,full
00fdbbd8-a476-4c7a-92bc-d35c1d6d64b5,HiFiMan Deva Pro,108.56,91.12,18.0,Open,full
71eaf92b-6c08-4511-8f1a-33d832d4c73a,HiFiMan Edition XS,110.24,91.82,14.38,Open,full
7ac72e47-2c59-44c1-833d-ae8af97034be,HiFiMan HE 400i,107.56,93.81,42.14,Open,full
19c05d00-0f6d-4067-bf7d-45201630e757,HiFiMan HE-300,112.21,100.06,60.88,Open,full
36c31129-8558-4e95-954e-b68af0fa578c,HiFiMan HE-4,100.28,85.57,33.82,Open,full
91f96fa7-0ae6-4549-b16d-2225d8703541,HiFiMan HE-400,108.58,94.88,42.74,Open,full
f34955a7-2ae5-425a-aec6-4704bebc23b2,HiFiMan HE-500 Leather cushions,101.86,87.13,33.71,Open,full
e3f56bbf-1d2f-4f99-ae33-7d4594e1d921,HiFiMan HE-500 Velour cushions,101.32,86.6,33.71,Open,full
c1486e00-a961-4152-b416-18408bd23ca0,HiFiMan HE-6 Fazor,93.56,80.65,51.14,Open,full
70dc1f72-c14f-431b-8341-c0f22bae15d4,HiFiMan HE-6 Fazor Open,93.56,80.65,51.14,Open,full
5f8371f7-0e03-450e-bd43-1ee560a07094,HiFiMan HE-6 Leather cushions,91.06,77.44,43.46,Open,full
2a6b454d-238b-4a7e-bf34-f5939ad5f840,HiFiMan HE-6 Velour cushions,89.7,76.08,43.46,Open,full
d4b04c30-3fbf-4fc8-96e3-9ebc2b098fa8,HiFiMan HE-R10D,116.84,101.79,31.3,Closed,full
b945b532-517c-48bd-8dda-9e0a0f0d58a3,HiFiMan HE1000 V4,111.23,95.95,29.68,Open,full
dd341fca-5658-45e6-a8f9-b1fc4e78769c,HiFiMan HE1000se Cable 1,109.15,94.29,32.64,Open,full
44ffc4a3-e9bf-4bb6-a64f-390860ad940d,HiFiMan HE1000se Cable 2,108.97,94.21,33.42,Open,full
ef9aaaf6-b613-4b8a-be0e-dc081fbfd7f9,HiFiMan HE400SE V2,104.64,88.68,25.35,Open,full
0f6dd9f6-df81-4daf-8f9e-ef0703986acd,HiFiMan HiFiMAN Deva,109.43,91.84,17.45,Open,full
d1e20e61-9412-4be2-81fb-b706013d7e4a,HiFiMan LE-5LE,95.54,81.85,42.7,Open,full
fa8c8dd1-d660-478d-b5f6-e03938fb01df,HiFiMan Re 240,122.8,104.87,16.08,Closed,iem
e8c440a0-4163-4bfb-901f-6e4828414a95,HiFiMan RE 400,126.8,112.08,33.8,Closed,iem
c742da02-33c8-49f9-8436-a147fe2a77d8,HiFiMan RE 600,128.08,110.27,16.55,Closed,iem
75bab8a8-3da1-49fe-a526-9334dc16ca83,HiFiMan Re0,120.64,108.1,55.73,Closed,iem
9c259d17-3c7e-4c43-9ea7-1e9d97dbff57,HiFiMan Re2,125.4,110.33,31.1,Closed,iem
9df8e30a-4644-45c8-b06f-87991fbda437,HiFiMan RE2000,123.02,110.75,59.27,Closed,iem
f649d0e0-b6bb-4295-a574-16c7b622f7b4,HiFiMan ReZero,124.2,106.0,15.14,Closed,iem
33b0c0f8-ebaa-4c8e-bbac-67f720b71c9a,HiFiMan Sundara,106.74,92.67,39.22,Open,full
17792ecd-95aa-40f0-86b9-06568184f613,HiFiMan Sundara Closed-Back,113.61,96.08,17.64,Closed,full
48a99689-b0b1-4c51-8d45-e8c0b68e306e,HiFiMan Susvara,99.5,87.45,62.43,Open,full
f7fc9aa1-ea01-40e3-9348-9599d71c3d86,HiFiMAN Svanar,124.83,112.58,59.61,Closed,iem
50636a47-30fb-46a2-87c4-773b218173e0,Huawei AM 12 plus,125.79,110.71,31.05,Closed,iem
51593358-0083-4196-b2b2-e39ee78fd82a,Hyla CE-5,132.93,114.24,13.54,Closed,iem
90727c4c-e504-4fe2-872d-26d35fc18551,HyperX Audio Cloud Stinger Core HX-HSCSC2,118.17,102.01,24.22,Closed,full
301e8941-b459-4015-9a1a-781007b326c5,iBasso AM05,136.17,120.65,28.05,Closed,iem
50dda156-9934-4960-b9c5-af060b2a9a9b,iBasso IT00,134.34,116.4,16.07,Closed,iem
89dc098c-33fd-48cf-ba2b-47e9cab9522b,iBasso IT01,134.92,116.75,15.23,Closed,iem
569edaa6-5254-48c8-9b59-aa66cdea0161,iBasso IT01s,135.47,117.78,17.01,Closed,iem
3054f493-1a36-4486-83d2-242506a5b182,iBasso IT01x,134.68,116.78,16.22,Closed,iem
a8eaa3cc-60f5-43be-a60c-f21798eaf4fe,iBasso IT03,131.04,109.99,7.86,Closed,iem
f1dd15c3-4472-42ef-aef4-c313e7552219,iBasso IT04,134.03,115.53,14.13,Closed,iem
0dccd125-e9d5-45dd-935b-dec87625304f,iBasso IT05 Black,136.86,119.33,17.69,Closed,iem
f685bbac-0e61-4d70-bccd-130a16373da6,iBasso IT05 Gold,136.68,119.15,17.69,Closed,iem
345f1789-ac3c-4eed-886e-f85ce90cf585,iBasso IT05 Grey,136.37,118.84,17.69,Closed,iem
7429dd1b-12e2-42ed-872f-cfb1a478eb9d,iBasso IT07 Black,133.77,114.64,12.22,Closed,iem
7ae8c157-aae8-4a11-af8d-c5b65b381ac7,iBasso IT07 Gold,132.03,112.9,12.22,Closed,iem
2b7b9ff0-094c-4b87-b2f2-b2b99aa21ece,iBasso IT07 Silver,134.09,114.96,12.22,Closed,iem
933a6be1-adca-4696-9997-9aeef5a8ac6b,iBasso SR2,122.39,106.58,26.24,Open,full
6c0efd78-c676-460e-a117-06a2220d570d,iBasso SR3,111.73,103.75,159.07,Open,full
d824bbb3-8e26-4538-9e01-2647130ec041,Ice Lab EX3,133.51,118.65,32.71,Closed,iem
d1f720f1-a6ea-4ae4-b259-cac64bec3406,ikko OH-1,131.29,113.71,17.49,Closed,iem
57133e1e-d1ef-4d46-9831-d2d74592ff27,ikko OH-10,131.03,113.46,17.5,Closed,iem
a7992ab6-3aaf-4e6f-a1f1-f915ad098a86,ikko OH1s,129.69,113.67,25.01,Closed,iem
336fe423-94de-4301-bbaa-80e63418efc1,ikko OH7,126.63,116.24,91.49,Closed,iem
a41e8152-829c-4321-be75-17a903cdca26,IMR Elan Black-Black,131.85,113.61,14.98,Closed,iem
82ed5c3a-fee2-4cc5-af3e-eab7221c9093,IMR Elan Black-Blue,132.29,114.05,14.98,Closed,iem
72b4b523-f265-4010-99a8-98e32b0c4bdd,IMR Elan Black-Green,131.76,113.52,14.98,Closed,iem
c2c63a9f-e41b-460d-8971-f8f3960f9253,IMR Elan Black-Purple,131.63,113.39,14.98,Closed,iem
fc624a98-2dfe-40a2-992e-dce9f74a29cf,IMR Elan Black-Red,131.69,113.44,14.98,Closed,iem
43c37db2-a78a-4d85-b71d-1ade84a69bdf,IMR Elan Black-Yellow,131.72,113.47,14.98,Closed,iem
fb8ed5e1-ab4d-49b9-8f3a-7cbc010f4b44,IMR Elan Blue-Black,131.69,113.44,14.98,Closed,iem
96f28609-5257-4135-b434-36d8b28bdd26,IMR Elan Dark Silver-Black,131.54,113.29,14.98,Closed,iem
42e5d956-fdef-4935-9941-8cb685375bcb,IMR Elan Green-Black,128.1,109.85,14.98,Closed,iem
70dc4c29-e10f-483f-a1a7-1e6521f99050,IMR Elan Purple-Black,130.71,112.46,14.98,Closed,iem
64c5b97d-8cda-462d-92b5-d7d0f5ddaa83,IMR Elan Red-Black,131.38,113.13,14.98,Closed,iem
62725909-e685-4779-a965-2efae72f2ddb,IMR Elan Silver-Black,129.63,111.38,14.98,Closed,iem
a3d2587a-31ee-4aa6-b8f7-5d734949adda,IMR Elan Yellow-Black,128.21,109.97,14.98,Closed,iem
9d6e922b-7a2b-44d6-9c25-acda7cafeb5e,IMR Opus Mia Black Black Close,129.37,113.22,24.26,Closed,iem
e93512b5-9bde-4ed3-99a4-64277fe1a000,IMR Opus Mia Black Blue Close,129.71,113.56,24.26,Closed,iem
464b8371-4e4f-4b20-a068-1b8dc750d9ab,IMR Opus Mia Black Gold Close,129.38,113.22,24.26,Closed,iem
e2eeb2bc-dffd-4830-80ec-58de8b6d17c4,IMR Opus Mia Black Green Close,129.4,113.25,24.26,Closed,iem
4bb20c16-be43-4410-9074-104c104ce651,IMR Opus Mia Black Pink Close,129.45,113.3,24.26,Closed,iem
c657578f-c580-4370-9e2d-1bf6152386cc,IMR Opus Mia Black Red Close,129.24,113.09,24.26,Closed,iem
02de517e-ca54-4f9b-bc52-a49586315d42,IMR Opus Mia Blue Blue Close,129.49,113.34,24.26,Closed,iem
67f8f9c3-6161-495c-9198-def3ad0943d5,IMR Opus Mia Gold Blue Close,122.72,106.56,24.26,Closed,iem
33b5f7d5-a8d0-4abd-a0a1-7c2c70b0a5de,IMR Opus Mia Gray Blue Close,129.12,112.97,24.26,Closed,iem
d69c3b7e-a28d-4ebc-865a-5e3e01b1150f,IMR Opus Mia Green Blue Close,126.73,110.58,24.26,Closed,iem
0246c34a-5428-47c9-b32c-d496f7eabbb6,IMR Opus Mia Pink Blue Close,128.91,112.76,24.26,Closed,iem
be041f3d-917c-4660-9dce-2fab9c1cc019,IMR Opus Mia Red Blue Close,129.61,113.46,24.26,Closed,iem
0812193e-9d82-46ba-b9eb-1c38f67d92c1,IMR Opus Mia Red Blue Open,129.63,113.48,24.26,Semi-open,iem
6873b0a3-8459-476b-8243-4eb334141224,IMR Opus Mia Silver Blue Close,126.99,110.84,24.26,Closed,iem
2949da9d-1400-4393-84e6-10f341654783,IMR R1 Black Close,127.62,112.66,31.92,Closed,iem
b4d9fd79-8987-411e-b002-6560d21d2405,IMR R1 Black Open,128.04,113.08,31.92,Open,iem
e1f5ab23-a2d8-4dda-ac0c-57c14e04e6a1,IMR R1 Black Semi-Open,128.01,113.05,31.92,Semi-open,iem
9010cace-b819-48bf-ae2e-527875ac00c3,IMR R1 Blue Close,126.58,111.62,31.92,Closed,iem
f4003caf-03fc-4383-a70d-ff5fb91c869f,IMR R1 Orange Close,124.62,109.66,31.92,Closed,iem
443b2aa0-f942-48a1-af82-36b353da60e6,IMR R1 Pink Close,126.7,111.74,31.92,Closed,iem
714583b0-2d85-4939-9608-d15ec8295846,IMR R1 Yellow Close,127.19,112.23,31.92,Closed,iem
6609c89f-1b15-4008-abef-13105b87c716,IMR Semper Black Black Close,125.92,109.31,21.82,Closed,iem
870418d1-561b-4caf-9147-7ab2e5f21de6,IMR Semper Black Gold Close,125.84,109.23,21.82,Closed,iem
e9ad77a3-583f-4a70-8fcb-1bb16197eb2a,IMR Semper Black Green Close,126.12,109.51,21.82,Closed,iem
26b142fd-78fc-4b24-9ac6-ccb6a1968cd3,IMR Semper Black Pink Close,125.97,109.35,21.82,Closed,iem
3df4b972-91dd-40ca-a0d3-22e5e5fbab75,IMR Semper Black Red Close,125.86,109.25,21.82,Closed,iem
08a3fc85-86dd-40ef-8c6c-801cfb883d9b,IMR Semper Blue Blue Close,126.17,109.56,21.82,Closed,iem
83cb31ff-4a91-441a-84eb-387ae6d54a42,IMR Semper Gold Blue Close,118.52,101.9,21.82,Closed,iem
47b481e5-1256-4175-be21-e6f9a61af1b0,IMR Semper Gray Blue Close,126.29,109.68,21.82,Closed,iem
d4a5fbd1-4e79-4a9f-a014-1e096365630e,IMR Semper Green Blue Close,123.98,107.37,21.82,Closed,iem
569a332e-bda4-486e-a443-7929adcbb8f8,IMR Semper Pink Blue Close,125.66,109.05,21.82,Closed,iem
4a5571cf-59a4-49ef-bfb4-ff071860c0c7,IMR Semper Red Blue Close,126.09,109.48,21.82,Closed,iem
0966b5d5-ee35-411a-aa5a-db1de9bc6130,IMR Semper Red Blue Open,126.26,109.65,21.82,Semi-open,iem
c24e0a87-3eb5-41a1-9dc1-956fd83baeae,IMR Semper Silver Blue Close,124.73,108.12,21.82,Closed,iem
0f3b3ef0-6696-47be-9e38-fbbd612100ec,Intro RX-190,129.59,113.65,25.45,Closed,iem
51970cd7-ee19-4f7f-bc04-fd0def4279ce,Jabra Elite 85h Wire,102.32,93.93,144.9,Closed,full
5d895b99-c948-4624-be34-0b0e2e193fe4,Jade Audio EA1,130.29,115.28,31.57,Closed,iem
19bda8c5-12a1-4f10-94ad-d01bd4ea54fc,Jamo wEAR In30,126.54,108.71,16.49,Closed,iem
229253e6-14f6-44e4-ac2e-a982f4ea1c13,Jays q-JAYS v2,126.66,112.18,35.68,Closed,iem
a33241ce-ba99-4f6d-9686-a7ba108658b3,Jays s-Jays,128.24,117.27,79.96,Closed,iem
8c35173c-8d81-4f5a-b3d1-a5a621d267c1,Jays u-Jays Wireless Wire,114.98,100.25,33.65,Closed,earpad
61d6aaa5-dc91-433c-8583-ff77a625e407,Jays v-Jays Large,109.54,94.15,28.88,Open,earpad
a4754d48-f379-40cc-b450-7c6e024d90e2,Jays v-Jays Medium,112.87,97.47,28.88,Open,earpad
e8718176-87a9-4089-834b-9431a3207431,Jays v-Jays Small,120.07,104.68,28.88,Open,earpad
f77f8b90-b46e-4fbb-9f07-16210fed19d6,JBL J55,120.11,106.07,39.44,Closed,earpad
5186d31f-c50b-4a38-ab0b-bd156b95dca2,JBL Synchros S500 Off,118.31,103.76,35.08,Closed,full
5434110f-5c62-42bf-9927-77807f5a4073,JBL Synchros S500 On,115.37,118.4,2010.85,Closed,full
41bd6aad-1129-43aa-ab7a-04ce1baa0d6c,JBL Synchros S700,111.77,97.13,34.36,Closed,full
b814a4d5-4f57-40d1-ba75-01558a1d1bca,JBL T150A,124.09,106.75,18.45,Closed,iem
f919d770-7736-4d51-a559-edc45ac4bece,JBL V310 BT Wire connection,113.96,99.21,33.51,Closed,full
fe631f75-4453-4416-9ce6-88cc99c15c50,JVC Esnsy HA-FR65,126.09,108.68,18.16,Closed,iem
faf5b78d-9245-4e3e-8323-c14e4d05f938,JVC Esnsy HA-FX45,124.17,105.82,14.63,Closed,iem
f7adbef6-f49c-4b7a-8025-e28c63225c96,JVC Esnsy HA-SR75S,109.95,95.87,39.07,Closed,earpad
a203d940-6d0b-4abd-b270-a3ebac3a22cd,JVC HA-FD02,129.31,111.4,16.15,Closed,iem
04a25e87-0f84-4f3c-8642-b36bcc06fbd6,JVC HA-FW01,132.81,114.71,15.51,Closed,iem
7b8277ee-5e5d-4d44-b9d6-d48e80d19a54,JVC HA-FW10000,125.85,108.09,16.74,Closed,iem
1c050cf0-4fe8-40fb-9eb7-677d5585a6b1,JVC HA-FX1X,129.1,111.27,16.5,Closed,iem
e2af92dc-70a8-4406-bf6c-06db70ae8fff,JVC HA-FX77-B,123.55,105.27,14.83,Closed,iem
71603c99-a90e-40f9-8f85-534f32eec3fa,JVC HA-FXZ200,120.33,101.83,14.13,Closed,iem
c5cd51f1-e105-46c5-bf57-6bef229560a1,JVC HA-MR77X,112.66,99.7,50.62,Closed,full
15b90d31-866c-4b2c-a8a6-807703aed42f,JVC HA-RX300,104.72,90.42,37.18,Closed,full
9f666eef-3e52-4c43-bfe9-307a11009bab,JVC HA-RX500,109.52,98.93,87.37,Closed,full
f5446392-ca87-4bfe-a2bf-651e5cc9a5bf,JVC HA-RX700,109.33,96.78,55.61,Closed,full
244b890c-f403-4a3d-aeae-aa1980ebe6db,JVC HA-RX900,108.38,97.02,73.12,Closed,full
2acba19f-bd37-43b7-a2a3-7ef4f777baba,JVC HA-SR44X,113.08,98.32,33.43,Closed,earpad
7d48cfa8-4551-4f8b-b706-6094d5f6eb1f,JVC HA-SR500,104.67,90.52,38.46,Closed,earpad
b40b6868-104c-4b53-8345-d7898335cb4a,JVC HA-SR85,106.82,93.02,41.71,Closed,full
bb92fdb6-ed45-48d6-837d-f58fb6f7bb5e,JVC HA-SZ2000,111.01,95.17,26.09,Closed,full
9f3345a4-69a9-4a49-bfe8-7e6a22e76880,KEF M500,123.68,109.0,34.03,Closed,earpad
2db5a67a-83a6-478f-9edc-16906ba248dd,KEF Motion One Wire connection,126.1,108.55,17.59,Closed,iem
08d893c0-532b-4f2d-80d7-59a56c7fd74e,KEF Porsche Design Space One Wireless Noise Cancelation Off,118.86,103.36,28.19,Closed,full
ab296894-5892-464a-997f-bcf2f96f684e,KEF Porsche Design Space One Wireless Noise Cancelation On,120.7,112.34,146.09,Closed,full
4915ba03-aedc-4397-9c67-edf4cbc6937f,KEF Space One Noise Cancelation Off,118.74,103.24,28.19,Closed,full
a1d910b1-d038-47fd-8359-f07bfdff0e71,KEF Space One Noise Cancelation On,118.89,110.54,146.09,Closed,full
ebfcba9d-8f37-4516-86c6-3e0367bbdba9,KEF Space One Wireless Noise Cancelation Off,114.04,97.87,24.12,Closed,full
48bf1382-a536-4e81-aa94-f6c0d69622f9,KEF Space One Wireless Noise Cancelation On,112.18,103.83,146.12,Closed,full
7ac1b07e-1627-40f3-ac69-6f6fddebc50f,Kennerton Algiz Filter 1,114.58,103.91,85.86,Closed,iem
c92ccb2a-f9c7-463d-a7de-c1415bfa8a66,Kennerton Algiz Filter 2,116.33,105.67,85.86,Closed,iem
76399f44-d508-4882-b950-2bf26a39eccf,Kennerton Aurora,122.99,108.15,32.83,Open,full
5124a4ac-1d95-4263-9260-e39140bac5ae,Kennerton Gjallarhorn GH 40,122.07,107.35,33.71,Closed,full
bcd9b906-9c68-49ce-a024-ccba241c4d86,Kennerton Gjallarhorn GH 50,116.67,101.8,32.61,Closed,full
034175e2-e24f-4568-b9ce-bc912f1a96fd,Kennerton Gjallarhorn GH 50 JM Edition,120.75,105.86,32.47,Closed,full
28a10df6-de00-4277-a054-1a6958520ca0,Kennerton IKIZ,130.76,110.51,9.44,Closed,iem
2b838f1b-c906-43a6-97c2-50b696fc27e3,Kennerton Jimo,126.3,111.14,30.45,Closed,iem
f6c92c77-fc18-46d3-9625-aafd6c2bc835,Kennerton Jord,120.32,105.75,34.93,Closed,earpad
c42f8ea3-52d4-4279-8c6a-9669db065c39,Kennerton Laguz,131.08,113.38,16.99,Closed,iem
9ea251b6-6a71-40f8-a270-d239ff5482e7,Kennerton M12,115.08,100.13,31.98,Closed,full
0d9ab0aa-5449-444b-b007-7282ede98cc9,Kennerton Magister Pro,113.2,101.43,66.54,Closed,full
3b1f3a0c-8b72-4301-948f-01ab8b7ce983,Kennerton Magni V1,116.74,101.95,33.15,Closed,full
74ebfb20-127f-486e-bde0-51b011ef0a79,Kennerton Magni V3,117.66,102.93,33.7,Closed,full
5ba74849-fb0c-4f1d-ab7a-b753688abca9,Kennerton Magni V3 Sealed,117.77,103.02,33.55,Closed,full
f4a8617c-8bcf-425d-85d8-5e8b21eb0dcd,Kennerton Odin 2019 ECL-01,111.26,97.32,40.43,Open,full
d8de97c5-f25b-4475-b43c-45ee91c6917d,Kennerton Odin 2019 ECL-02,112.52,98.58,40.43,Open,full
6f7021f9-50e5-4d93-a69d-cffe675ec328,Kennerton RIG,116.34,98.77,17.48,Closed,iem
4168b2cd-2410-433e-a40e-5fdfa8d391bd,Kennerton Rognir Dynamic ECL-1,117.59,102.72,32.58,Closed,full
a60558cf-c64d-4bac-a258-21dbb5c4710d,Kennerton Rognir Dynamic ECL-2,118.14,103.27,32.58,Closed,full
45a32e97-5596-459b-85c5-13b5675f9091,Kennerton Rognir Dynamic ECL-3,119.81,104.94,32.58,Closed,full
b433e28e-7d3a-4f48-829d-fc1c7a8bbefc,Kennerton Rognir ECL-2,108.64,93.68,31.94,Closed,full
d4528292-9744-4a64-8502-6639704f907f,Kennerton Rognir ECL-3,109.22,94.27,31.94,Closed,full
a9efa379-f004-411d-a2ed-880018a8b7ff,Kennerton Stor,102.62,93.09,111.28,Open,full
cd2c09a8-e7e4-4170-b87d-11c6eb6495de,Kennerton Thekk ECL-01,109.18,95.2,40.02,Open,full
230a1cca-609a-4481-ae68-7d44e0e3a060,Kennerton Thekk ECL-02,109.91,95.93,40.02,Open,full
a602dbc1-35e1-423b-b7da-45525310f867,Kennerton Thridi ECL-01,111.13,97.04,39.0,Open,full
e7278b2d-8c90-40e5-a3ac-90d4bc8f9268,Kennerton Thridi ECL-02,111.84,97.75,39.0,Open,full
09745ec0-e7a0-47a9-b86c-4550ca06a6fe,Kennerton Thror ECL-01,109.13,95.46,42.99,Open,full
b72a3887-1f2e-4041-aef9-600e6203d241,Kennerton Thror ECL-02,109.73,96.07,42.99,Open,full
5902ed71-b5c5-4f3e-8072-6bb72360f804,Kennerton Vali,116.36,102.82,44.27,Open,full
a3a3bd1b-df57-44e0-a117-11d842f24656,Kennerton Vali 2019 ECL-01,118.74,105.14,43.68,Open,full
b2b8fcfd-e4d8-4a17-a98a-ba4589bff813,Kennerton Vali 2019 ECL-02,119.91,106.31,43.68,Open,full
7c6453f5-1dfa-4726-aa53-2132d0929180,Kennerton Vali Neoteric ECL-01,114.75,100.05,33.88,Open,full
26a9e3b5-52e7-4abd-ad01-945a608e544f,Kennerton Vali Neoteric ECL-02,116.23,101.53,33.88,Open,full
615abbbf-55be-4b18-be93-bb829a960c13,Kennerton Wodan Aluminum Driver 2021,111.26,96.99,37.48,Open,full
c533f0b4-8350-4d56-9385-be52f29a4032,Kennerton Wodan ECL-01,111.22,97.18,39.5,Open,full
2da50cfe-4dce-41b2-9790-cae6350e801f,Kennerton Wodan ECL-02,111.9,97.86,39.5,Open,full
3d21ef86-1a76-4f59-84f0-f447dc55da20,Kenwood KH-K1000,116.8,103.12,42.88,Closed,full
7549418c-5d6e-42ab-8ea6-cb9a4d08a1f6,Kinera BD005,132.8,114.0,13.17,Closed,iem
0d1443c3-5146-4088-bf06-1f0c6513b7ee,Kinera Freya,132.2,114.27,16.12,Closed,iem
4a3aaac5-1959-4c01-8819-d53aa6c1eeaf,Kinera IDUN,128.62,117.75,81.86,Closed,iem
76f6d546-7d97-4a7b-8e93-308088308f9e,Kinera Odin,137.48,121.2,23.55,Closed,iem
de4a78a6-1688-4518-b597-f250c8534ce7,Klipsch Heritage HP-3,111.99,95.97,25.01,Open,full
b5814bd0-5d6a-465d-984b-414356beda54,Klipsch Image X10,122.33,111.02,74.01,Closed,iem
8270d78e-5d29-4675-914a-455b1e728042,Klipsch One,119.12,104.87,37.59,Closed,earpad
72fadbad-eec3-42dd-b32c-256a14445293,Klipsch X11i deep-fitting,128.75,117.27,71.13,Closed,iem
ec3214dd-6a02-487e-989d-dbc2d99dbf87,Klipsch X11i Default fitting,124.3,112.82,71.13,Closed,iem
2ef49c3f-7879-421e-91f3-e874db401487,Klipsch x7i,125.56,114.02,70.13,Closed,iem
dd86661a-9aeb-4a03-ac5e-0fbd51b2345d,Koss Porta Pro,117.5,106.09,72.15,Semi-open,earpad
ef6eb68a-7660-4e6e-84a2-d82bc2dd14d4,Koss SP3,118.38,95.04,4.63,Closed,full
a158e326-8da4-4c35-940f-635b72898a24,Koss SportaPro,112.54,101.03,70.65,Open,earpad
9ec06c56-5a1c-47f2-9330-f97eec6be9aa,Koss The PLUG,128.09,110.41,17.06,Closed,iem
21d7f2fe-dec7-4094-ba21-60a4ec9bf75e,Kotion Each G4000,124.99,108.37,21.78,Closed,full
4aa76a10-08b1-4add-b0ef-3b7d036f3615,Kotion Each G9000,123.5,107.74,26.56,Closed,full
76b84e80-5e2e-4954-9ad8-8fd9761189df,KRK KNS 6400,108.82,94.04,33.27,Closed,full
67a46742-549d-4cd4-8dc9-316a7d3c3f14,KRK KNS 8400,109.67,94.96,33.85,Closed,full
bd23b4bd-4249-4502-a20a-80aaf2190433,KZ AS10,132.4,114.94,17.93,Closed,iem
710a52d0-1ad3-4a57-b31f-531e834249f0,KZ AS16,137.01,122.95,39.28,Closed,iem
2fb6a70e-1f37-4044-8dc4-424a70951daf,KZ ATR,123.82,106.06,16.73,Closed,iem
97362714-4e15-4031-b8e3-a823ae366460,KZ BA10,135.8,118.41,18.21,Closed,iem
4953c4b2-1db6-4564-8e21-288b3d3ac484,KZ DQ6,135.67,118.97,21.41,Closed,iem
d8d324de-9f2e-496e-b4a8-61eead052029,KZ ED12,128.28,110.73,17.61,Closed,iem
2a0d9679-d894-4f36-9a81-f438aff2d13b,KZ EDX,133.31,116.84,22.56,Closed,iem
f58e6401-f02c-4990-bcb0-6de01b43d11a,KZ PR1 Pro,123.49,105.06,14.37,Closed,iem
f81b9d83-cf47-446f-80cd-9fd6da782a08,KZ ZAX,136.29,119.48,20.84,Closed,iem
48d8243e-fc63-4b97-8faa-5bb2e7414d9e,KZ ZEX Closed,134.99,118.41,22.0,Closed,iem
